5.00000000E+1	1.143346E-8	1.634947E-12	20:02:26
7.00000000E+1	2.595666E-8	3.678730E-12	20:04:25
9.00000000E+1	4.212303E-8	5.770057E-12	20:05:30
1.10000000E+2	6.814834E-8	6.451542E-12	20:06:14
1.30000000E+2	9.864938E-8	4.141269E-12	20:06:50
1.50000000E+2	1.313649E-7	2.265323E-11	20:07:20
1.70000000E+2	1.516302E-7	1.088124E-11	20:07:49
1.90000000E+2	1.450983E-7	1.128901E-11	20:08:14
2.10000000E+2	1.351544E-7	7.180170E-12	20:08:36
2.30000000E+2	1.121009E-7	4.605610E-11	20:08:56
2.50000000E+2	7.153836E-8	2.242307E-11	20:09:13
2.70000000E+2	3.290373E-8	2.874401E-11	20:09:28
2.90000000E+2	1.207774E-8	2.129313E-12	20:09:44
3.10000000E+2	1.511728E-8	1.595916E-12	20:09:58
3.30000000E+2	1.595093E-8	1.080497E-12	20:10:12
3.50000000E+2	1.597529E-8	1.183338E-12	20:10:26
3.70000000E+2	1.629488E-8	2.457829E-12	20:10:39
3.90000000E+2	1.608840E-8	3.319555E-12	20:10:54
4.10000000E+2	1.662737E-8	2.374043E-12	20:11:07
4.30000000E+2	1.645881E-8	1.799203E-12	20:11:20
4.50000000E+2	1.580927E-8	4.304866E-12	20:11:33
4.70000000E+2	1.518638E-8	2.196792E-12	20:11:45
4.90000000E+2	1.488355E-8	1.863069E-12	20:11:56
5.10000000E+2	1.509948E-8	1.508432E-12	20:12:07
5.30000000E+2	1.602558E-8	3.517756E-12	20:12:20
5.50000000E+2	1.784910E-8	6.470457E-12	20:12:30
5.70000000E+2	2.058490E-8	9.023214E-12	20:12:40
5.90000000E+2	2.427506E-8	1.686458E-11	20:12:52
6.10000000E+2	2.898880E-8	2.584090E-11	20:13:01
6.30000000E+2	3.463663E-8	3.094457E-11	20:13:11
6.50000000E+2	4.119989E-8	8.059925E-12	20:13:23
6.70000000E+2	4.858325E-8	1.115411E-11	20:13:32
6.90000000E+2	5.649218E-8	3.041827E-11	20:13:44
7.10000000E+2	6.501992E-8	2.863883E-11	20:13:54
7.30000000E+2	7.394436E-8	6.500357E-11	20:14:04
7.50000000E+2	8.328469E-8	6.487058E-11	20:14:13
7.70000000E+2	9.282503E-8	4.307082E-11	20:14:34
7.90000000E+2	1.024712E-7	5.205040E-11	20:14:43
8.10000000E+2	1.120684E-7	7.542586E-11	20:14:54
8.30000000E+2	1.214747E-7	2.348473E-11	20:15:03
8.50000000E+2	1.305294E-7	6.743976E-11	20:15:12
8.70000000E+2	1.396763E-7	1.049051E-10	20:15:32
8.90000000E+2	1.481666E-7	4.266426E-11	20:15:41
9.10000000E+2	1.564283E-7	1.486976E-11	20:16:01
9.30000000E+2	1.643117E-7	4.059726E-11	20:16:10
9.50000000E+2	1.715536E-7	1.224213E-11	20:16:20
9.70000000E+2	1.781958E-7	2.167733E-11	20:16:29
9.90000000E+2	1.843224E-7	5.525103E-11	20:16:37
1.01000000E+3	1.899223E-7	4.561840E-11	20:16:46
1.03000000E+3	1.949422E-7	3.515498E-11	20:17:06
1.05000000E+3	1.993583E-7	7.292931E-11	20:17:15
1.07000000E+3	2.034089E-7	2.781945E-11	20:17:24
1.09000000E+3	2.068948E-7	2.561275E-11	20:17:33
1.11000000E+3	2.096700E-7	3.203838E-11	20:17:42
1.13000000E+3	0.000000E+0	0.000000E+0	20:17:52
1.15000000E+3	2.138846E-7	3.388879E-11	20:18:00
1.17000000E+3	2.151915E-7	2.632889E-11	20:18:09
1.19000000E+3	2.158752E-7	3.137817E-11	20:18:18
1.21000000E+3	2.161238E-7	3.391258E-11	20:18:27
1.23000000E+3	2.158872E-7	2.846212E-11	20:18:36
1.25000000E+3	2.151774E-7	3.501650E-11	20:18:44
1.27000000E+3	2.139469E-7	5.434730E-11	20:18:54
1.29000000E+3	2.122347E-7	3.039061E-11	20:19:03
1.31000000E+3	2.099382E-7	4.702698E-11	20:19:11
1.33000000E+3	2.072067E-7	3.515960E-11	20:19:21
1.35000000E+3	2.041408E-7	3.569402E-11	20:19:29
1.37000000E+3	2.003193E-7	5.375174E-11	20:19:38
1.39000000E+3	1.958607E-7	4.989157E-11	20:19:46
1.41000000E+3	1.912269E-7	7.585462E-11	20:20:06
1.43000000E+3	1.858585E-7	1.281761E-10	20:20:14
1.45000000E+3	1.801681E-7	9.834754E-11	20:20:33
1.47000000E+3	1.741008E-7	8.902135E-11	20:20:40
1.49000000E+3	1.677597E-7	7.687028E-11	20:20:49
1.51000000E+3	1.608286E-7	1.856787E-11	20:20:56
1.53000000E+3	1.540561E-7	1.820657E-10	20:21:04
1.55000000E+3	1.467380E-7	8.251188E-11	20:21:11
