5.00000000E+1	1.343035E-8	4.579991E-12	20:28:53
7.00000000E+1	3.027765E-8	3.166851E-12	20:33:46
9.00000000E+1	4.934085E-8	1.229581E-11	20:35:02
1.10000000E+2	7.963840E-8	3.560012E-12	20:35:46
1.30000000E+2	1.153794E-7	1.333091E-11	20:36:32
1.50000000E+2	1.537098E-7	1.398599E-11	20:37:11
1.70000000E+2	1.776731E-7	6.239939E-12	20:37:36
1.90000000E+2	1.709593E-7	9.615092E-12	20:38:09
2.10000000E+2	1.607142E-7	2.302767E-11	20:38:30
2.30000000E+2	1.347937E-7	4.155795E-11	20:38:49
2.50000000E+2	8.627760E-8	3.339619E-11	20:39:06
2.70000000E+2	4.019105E-8	4.371014E-11	20:39:23
2.90000000E+2	1.551435E-8	5.871429E-13	20:39:38
3.10000000E+2	2.041820E-8	2.876401E-12	20:40:04
3.30000000E+2	2.177560E-8	2.303316E-12	20:40:19
3.50000000E+2	2.185070E-8	5.202226E-12	20:40:33
3.70000000E+2	2.222650E-8	3.000000E-12	20:40:46
3.90000000E+2	2.184040E-8	4.247600E-12	20:41:10
4.10000000E+2	2.249460E-8	7.976281E-12	20:41:25
4.30000000E+2	2.219265E-8	2.084403E-12	20:41:37
4.50000000E+2	2.117330E-8	3.908156E-12	20:41:50
4.70000000E+2	2.023250E-8	3.456497E-12	20:42:02
4.90000000E+2	1.978390E-8	1.071153E-12	20:42:13
5.10000000E+2	2.007515E-8	4.208700E-12	20:42:36
5.30000000E+2	2.134775E-8	4.102310E-12	20:42:48
5.50000000E+2	2.379635E-8	8.047720E-12	20:42:59
5.70000000E+2	2.747455E-8	2.506932E-11	20:43:09
5.90000000E+2	3.241045E-8	8.068620E-12	20:43:20
6.10000000E+2	3.869645E-8	2.561758E-11	20:43:30
6.30000000E+2	4.626220E-8	4.420050E-12	20:43:40
6.50000000E+2	5.514510E-8	1.138744E-11	20:43:52
6.70000000E+2	6.524995E-8	4.678110E-11	20:44:01
6.90000000E+2	7.596780E-8	6.117757E-11	20:44:15
7.10000000E+2	8.752380E-8	6.152928E-11	20:44:25
7.30000000E+2	9.978645E-8	6.908764E-11	20:44:34
7.50000000E+2	1.124726E-7	2.020005E-11	20:44:43
7.70000000E+2	1.256278E-7	4.177291E-11	20:44:54
7.90000000E+2	1.385812E-7	9.528919E-11	20:45:03
8.10000000E+2	1.514399E-7	8.053107E-11	20:45:12
8.30000000E+2	1.643701E-7	8.796308E-11	20:45:22
8.50000000E+2	1.769046E-7	1.253767E-10	20:45:31
8.70000000E+2	1.895072E-7	7.644716E-11	20:45:42
8.90000000E+2	2.017335E-7	3.841532E-11	20:45:52
9.10000000E+2	2.133585E-7	5.940716E-11	20:46:01
9.30000000E+2	2.244975E-7	4.529145E-11	20:46:10
9.50000000E+2	2.349770E-7	5.813777E-11	20:46:19
9.70000000E+2	2.450270E-7	1.057355E-10	20:46:28
9.90000000E+2	2.541490E-7	1.518309E-11	20:46:37
1.01000000E+3	2.624665E-7	2.833540E-11	20:46:46
1.03000000E+3	2.702455E-7	6.125658E-11	20:46:55
1.05000000E+3	2.773210E-7	6.711342E-11	20:47:04
1.07000000E+3	2.836035E-7	3.513508E-11	20:47:13
1.09000000E+3	2.891510E-7	8.607830E-11	20:47:33
1.11000000E+3	2.939695E-7	4.186130E-11	20:47:42
1.13000000E+3	2.982510E-7	9.580133E-11	20:47:52
1.15000000E+3	3.016940E-7	6.580673E-11	20:48:01
1.17000000E+3	3.046125E-7	1.313042E-10	20:48:08
1.19000000E+3	3.069395E-7	3.561120E-11	20:48:15
1.21000000E+3	3.083045E-7	6.056532E-11	20:48:25
1.23000000E+3	3.091435E-7	2.777257E-11	20:48:34
1.25000000E+3	3.093540E-7	4.946024E-11	20:48:42
1.27000000E+3	3.088645E-7	6.924214E-11	20:48:52
1.29000000E+3	3.079085E-7	6.482974E-11	20:49:01
1.31000000E+3	3.061925E-7	7.601073E-11	20:49:09
1.33000000E+3	3.036820E-7	3.488326E-11	20:49:20
1.35000000E+3	3.006160E-7	7.199415E-11	20:49:28
1.37000000E+3	2.967410E-7	6.843360E-11	20:49:36
1.39000000E+3	2.922390E-7	6.820248E-11	20:49:45
1.41000000E+3	2.869420E-7	1.102915E-10	20:49:55
1.43000000E+3	2.811620E-7	1.041558E-10	20:50:03
1.45000000E+3	2.748115E-7	1.169019E-10	20:50:11
1.47000000E+3	2.674255E-7	5.789964E-11	20:50:19
1.49000000E+3	2.598120E-7	4.697144E-11	20:50:27
1.51000000E+3	2.515390E-7	9.002339E-11	20:50:35
1.53000000E+3	2.433295E-7	8.146520E-11	20:50:44
1.55000000E+3	2.336200E-7	1.437835E-10	20:51:02
