0.100000	-8.540000E+00	4.580000E+01
0.110000	-7.120000E+00	4.180000E+01
0.120000	-6.110000E+00	3.830000E+01
0.130000	-5.440000E+00	3.530000E+01
0.140000	-4.830000E+00	3.280000E+01
0.150000	-4.450000E+00	3.060000E+01
0.160000	-4.000000E+00	2.860000E+01
0.170000	-3.680000E+00	2.680000E+01
0.180000	-3.450000E+00	2.520000E+01
0.190000	-3.300000E+00	2.380000E+01
0.200000	-3.120000E+00	2.250000E+01
0.220000	-3.110000E+00	2.020000E+01
0.240000	-3.160000E+00	1.840000E+01
0.260000	-3.290000E+00	1.710000E+01
0.280000	-3.300000E+00	1.600000E+01
0.300000	-3.190000E+00	1.500000E+01
0.320000	-3.120000E+00	1.420000E+01
0.340000	-3.070000E+00	1.340000E+01
0.360000	-3.000000E+00	1.270000E+01
0.380000	-2.920000E+00	1.210000E+01
0.400000	-2.840000E+00	1.140000E+01
0.450000	-3.200000E+00	1.020000E+01
0.500000	-3.030000E+00	9.640000E+00
0.550000	-2.900000E+00	8.920000E+00
0.600001	-2.840000E+00	8.350000E+00
0.650002	-2.690000E+00	7.920000E+00
0.700001	-2.590000E+00	7.480000E+00
0.749998	-2.490000E+00	7.130000E+00
0.800000	-2.380000E+00	6.820000E+00
0.849999	-2.270000E+00	6.510000E+00
0.899997	-2.180000E+00	6.230000E+00
0.950002	-2.110000E+00	5.980000E+00
1.000000	-2.060000E+00	5.740000E+00
1.050002	-2.010000E+00	5.550000E+00
1.100001	-1.970000E+00	5.380000E+00
1.149997	-1.910000E+00	5.240000E+00
1.199996	-1.850000E+00	5.100000E+00
1.250000	-1.800000E+00	4.970000E+00
1.300000	-1.740000E+00	4.850000E+00
1.350001	-1.690000E+00	4.730000E+00
1.400001	-1.650000E+00	4.630000E+00
1.450001	-1.590000E+00	4.550000E+00
1.500001	-1.530000E+00	4.470000E+00
1.550000	-1.480000E+00	4.380000E+00
1.600000	-1.430000E+00	4.310000E+00
1.650000	-1.360000E+00	4.250000E+00
1.700000	-1.280000E+00	4.180000E+00
1.750000	-1.210000E+00	4.090000E+00
1.799999	-1.140000E+00	4.000000E+00
1.850000	-1.080000E+00	3.910000E+00
1.900001	-1.020000E+00	3.820000E+00
1.950000	-9.800000E-01	3.740000E+00
2.000000	-9.300000E-01	3.650000E+00
2.100000	-8.500000E-01	3.480000E+00
2.200002	-8.000000E-01	3.330000E+00
2.299998	-7.500000E-01	3.190000E+00
2.400002	-7.100000E-01	3.060000E+00
2.500000	-6.700000E-01	2.930000E+00
2.600001	-6.600000E-01	2.810000E+00
2.700001	-6.400000E-01	2.710000E+00
2.799998	-6.200000E-01	2.610000E+00
2.900002	-6.200000E-01	2.520000E+00
2.999998	-6.100000E-01	2.440000E+00
3.100004	-6.100000E-01	2.360000E+00
3.199996	-6.100000E-01	2.300000E+00
3.300000	-6.100000E-01	2.230000E+00
3.400001	-6.200000E-01	2.170000E+00
3.499996	-6.300000E-01	2.110000E+00
3.599999	-6.400000E-01	2.070000E+00
3.700001	-6.600000E-01	2.020000E+00
3.800002	-6.900000E-01	1.990000E+00
3.900005	-7.200000E-01	1.980000E+00
4.000000	-7.300000E-01	1.980000E+00
4.100003	-7.400000E-01	1.990000E+00
4.200007	-7.400000E-01	2.010000E+00
4.299994	-7.300000E-01	2.030000E+00
4.399996	-7.100000E-01	2.060000E+00
4.500002	-6.700000E-01	2.070000E+00
4.599996	-6.300000E-01	2.090000E+00
4.700004	-5.900000E-01	2.100000E+00
4.799994	-5.300000E-01	2.110000E+00
4.900008	-4.700000E-01	2.110000E+00
5.000000	-4.000000E-01	2.100000E+00
5.100001	-3.300000E-01	2.070000E+00
5.200002	-2.700000E-01	2.040000E+00
5.299989	-2.100000E-01	1.990000E+00
5.399990	-1.600000E-01	1.940000E+00
5.500004	-1.200000E-01	1.880000E+00
