0.03	0.558174	0.684231
0.030587	0.553751	0.656955
0.031185	0.548734	0.630222
0.031794	0.543097	0.603967
0.032416	0.536888	0.578151
0.03305	0.530122	0.55293
0.033696	0.522867	0.528322
0.034355	0.515078	0.504273
0.035027	0.506826	0.480804
0.035711	0.498204	0.458026
0.03641	0.489084	0.435867
0.037122	0.479624	0.41435
0.037847	0.469851	0.39354
0.038587	0.45968	0.373391
0.039342	0.449239	0.353871
0.040111	0.438491	0.335082
0.040895	0.427504	0.316965
0.041695	0.416234	0.299522
0.04251	0.404737	0.282754
0.043341	0.393027	0.266657
0.044189	0.381049	0.251203
0.045053	0.368863	0.23641
0.045934	0.356403	0.222291
0.046832	0.343635	0.208781
0.047748	0.330477	0.195899
0.048681	0.316835	0.183632
0.049633	0.302449	0.171954
0.050603	0.287034	0.160859
0.051593	0.269879	0.150322
0.052602	0.259724	0.211265
0.05363	0.270305	0.194946
0.054679	0.271306	0.17986
0.055748	0.268314	0.165906
0.056838	0.263112	0.152992
0.057949	0.256524	0.141052
0.059082	0.248985	0.129989
0.060237	0.240758	0.119758
0.061415	0.231997	0.11029
0.062616	0.222742	0.101531
0.06384	0.212986	0.0934282
0.065089	0.202558	0.0859327
0.066361	0.193502	0.102444
0.067659	0.192476	0.0940452
0.068982	0.188141	0.0863109
0.07033	0.182462	0.0791907
0.071706	0.175181	0.0764711
0.073108	0.170443	0.0703784
0.074537	0.163266	0.067145
0.075994	0.159013	0.0619704
0.07748	0.153632	0.0572104
0.078995	0.148059	0.052835
0.08054	0.142447	0.0488144
0.082115	0.136866	0.0451219
0.08372	0.131363	0.0417326
0.085357	0.125966	0.038622
0.087026	0.120688	0.0357692
0.088728	0.115541	0.0331542
0.090462	0.110548	0.0307589
0.092231	0.105694	0.0285655
0.094035	0.100988	0.0265585
0.095873	0.0964393	0.0247235
0.097748	0.0920361	0.0230462
0.099659	0.0877791	0.0215151
0.10161	0.0836554	0.0201167
0.10359	0.0797367	0.0192175
0.10562	0.0760479	0.0180499
0.10768	0.0724826	0.0169904
0.10979	0.0690281	0.0160232
0.11194	0.0657041	0.0151446
0.11413	0.0625109	0.0143473
0.11636	0.0567136	0.0136728
0.11863	0.0539555	0.0130908
0.12095	0.0512952	0.0125601
0.12332	0.0487376	0.0120772
0.12573	0.0462849	0.0116399
0.12819	0.0439269	0.011244
0.13069	0.0416677	0.0108876
0.13325	0.0394921	0.0105646
0.13585	0.0374076	0.0102761
0.13851	0.0354006	0.0100167
0.14122	0.0322577	0.00980587
0.14398	0.0305011	0.00963324
0.14679	0.028814	0.0094808
0.14966	0.0271887	0.00934637
0.15259	0.0256245	0.00922913
0.15557	0.0241216	0.00912961
0.15862	0.0226725	0.00904491
0.16172	0.0212822	0.00897662
0.16488	0.0199431	0.00892332
0.1681	0.0186562	0.00888452
0.17139	0.0174165	0.00885881
0.17474	0.0162241	0.00884697
0.17816	0.0150749	0.00884791
0.18164	0.0139699	0.00886249
0.18519	0.0129056	0.00888944
0.18881	0.0118815	0.00892885
0.19251	0.0108933	0.00897985
0.19627	0.00994317	0.00904426
0.20011	0.00902725	0.0091204
0.20402	0.00814512	0.00920933
0.20801	0.00741144	0.00930846
0.21208	0.00658999	0.00941585
0.21622	0.00579937	0.00953715
0.22045	0.00503633	0.00967062
0.22476	0.00430138	0.00981808
0.22915	0.00359259	0.00997979
0.23364	0.0029085	0.0101539
0.2382	0.00224997	0.0103436
0.24286	0.00161542	0.0105481
0.24761	0.00100359	0.0107676
0.25245	0.000413775	0.0110033
0.25739	-0.000154681	0.0112552
0.26242	-0.000713616	0.011525
0.26755	-0.00124068	0.0118126
0.27278	-0.00174811	0.0121193
0.27812	-0.00223687	0.0124444
0.28355	-0.00270773	0.0127915
0.2891	0.00323743	0.0128702
0.29475	0.00303167	0.0128984
0.30051	0.00688417	0.012803
0.30639	0.00682187	0.0126045
0.31238	0.00675039	0.0123946
0.31849	0.00668784	0.012444
0.32471	0.0067196	0.0122224
0.33106	0.0065366	0.0121644
0.33754	0.00673016	0.0119281
0.34414	0.00677867	0.0116834
0.35086	0.00680897	0.011431
0.35773	0.00682862	0.0111706
0.36472	0.00684158	0.0109043
0.37185	0.00684787	0.0106322
0.37912	0.00684823	0.0103554
0.38653	0.00684272	0.0100743
0.39409	0.0068305	0.00978945
0.4018	0.00681208	0.00950199
0.40965	0.00678556	0.00921324
0.41766	0.00675441	0.00892329
0.42583	0.00671648	0.00863264
0.43416	0.00667143	0.00834225
0.44264	0.00662003	0.00805334
0.4513	0.00656094	0.00776557
0.46012	0.00649489	0.00748017
0.46912	0.00642109	0.00719736
