  1.0000000E-04 -2.7500000E+01  6.0600000E+01
  1.5000006E-04 -1.4300000E+01  4.5200000E+01
  2.0000000E-04 -8.6900000E+00  3.5300000E+01
  2.5000000E-04 -5.8500000E+00  2.8800000E+01
  2.9999976E-04 -4.1600000E+00  2.4300000E+01
  3.4999958E-04 -3.1100000E+00  2.0800000E+01
  4.0000000E-04 -2.4200000E+00  1.8100000E+01
  4.5000018E-04 -2.0500000E+00  1.5800000E+01
  5.0000000E-04 -1.9800000E+00  1.4100000E+01
  6.0000097E-04 -1.7900000E+00  1.1600000E+01
  7.0000113E-04 -1.9300000E+00  9.7800000E+00
  8.0000000E-04 -2.1400000E+00  8.6100000E+00
  8.9999710E-04 -2.1900000E+00  7.8800000E+00
  1.0000000E-03 -2.1500000E+00  7.3100000E+00
  1.1000009E-03 -2.0400000E+00  6.8400000E+00
  1.1999961E-03 -1.9600000E+00  6.4100000E+00
  1.3000004E-03 -1.8500000E+00  6.0700000E+00
  1.4000007E-03 -1.7200000E+00  5.7400000E+00
  1.5000006E-03 -1.6500000E+00  5.3900000E+00
  1.6000000E-03 -1.6800000E+00  5.0800000E+00
  1.7000003E-03 -1.6900000E+00  4.9200000E+00
  1.7999994E-03 -1.6400000E+00  4.8100000E+00
  1.9000009E-03 -1.5700000E+00  4.6800000E+00
  2.0000000E-03 -1.5000000E+00  4.5700000E+00
  2.0999998E-03 -1.4000000E+00  4.4800000E+00
  2.2000018E-03 -1.2900000E+00  4.3800000E+00
  2.2999978E-03 -1.1800000E+00  4.2600000E+00
  2.4000015E-03 -1.0700000E+00  4.1400000E+00
  2.5000000E-03 -9.8000000E-01  4.0000000E+00
  2.6000008E-03 -9.1000000E-01  3.8600000E+00
  2.7000011E-03 -8.5000000E-01  3.7300000E+00
  2.7999982E-03 -8.1000000E-01  3.6100000E+00
  2.9000016E-03 -7.7000000E-01  3.5100000E+00
  2.9999976E-03 -7.3000000E-01  3.4300000E+00
  3.1000038E-03 -6.8000000E-01  3.3500000E+00
  3.1999959E-03 -6.2000000E-01  3.2600000E+00
  3.2999997E-03 -5.7000000E-01  3.1500000E+00
  3.4000005E-03 -5.3000000E-01  3.0500000E+00
  3.4999958E-03 -5.0000000E-01  2.9300000E+00
  3.5999988E-03 -5.2000000E-01  2.8100000E+00
  3.7000009E-03 -5.7000000E-01  2.7200000E+00
  3.8000018E-03 -6.1000000E-01  2.6900000E+00
  3.9000053E-03 -6.4000000E-01  2.6700000E+00
  4.0000000E-03 -6.4000000E-01  2.6800000E+00
  4.1000033E-03 -6.2000000E-01  2.7000000E+00
  4.2000068E-03 -5.8000000E-01  2.7100000E+00
  4.2999938E-03 -5.1000000E-01  2.7000000E+00
  4.3999957E-03 -4.5000000E-01  2.6800000E+00
  4.5000018E-03 -3.7000000E-01  2.6500000E+00
  4.5999955E-03 -3.1000000E-01  2.6000000E+00
  4.7000042E-03 -2.4000000E-01  2.5600000E+00
  4.7999938E-03 -1.8000000E-01  2.4900000E+00
  4.9000079E-03 -1.3000000E-01  2.4200000E+00
  5.0000000E-03 -1.0000000E-01  2.3500000E+00
  5.1000008E-03 -7.0000000E-02  2.2900000E+00
  5.2000017E-03 -4.0000000E-02  2.2200000E+00
  5.2999893E-03 -2.0000000E-02  2.1500000E+00
  5.3999904E-03  0.0000000E+00  2.0900000E+00
  5.5000044E-03  1.0000000E-02  2.0300000E+00
  5.5999964E-03  2.0000000E-02  1.9800000E+00
  5.6999940E-03  3.0000000E-02  1.9200000E+00
  5.7999897E-03  4.0000000E-02  1.8600000E+00
  5.8999886E-03  3.0000000E-02  1.8200000E+00
  6.0000097E-03  5.0000000E-02  1.7800000E+00
  6.0999970E-03  6.0000000E-02  1.7300000E+00
  6.1999920E-03  6.0000000E-02  1.6800000E+00
  6.2999888E-03  6.0000000E-02  1.6300000E+00
  6.3999917E-03  6.0000000E-02  1.5900000E+00
  6.5000157E-03  5.0000000E-02  1.5400000E+00
  6.6000170E-03  6.0000000E-02  1.5000000E+00
  6.6999919E-03  5.0000000E-02  1.4600000E+00
  6.7999824E-03  5.0000000E-02  1.4200000E+00
  6.9000061E-03  4.0000000E-02  1.3800000E+00
  7.0000113E-03  3.0000000E-02  1.3400000E+00
  7.0999885E-03  2.0000000E-02  1.3000000E+00
  7.2000186E-03  1.0000000E-02  1.2700000E+00
  7.2999835E-03  0.0000000E+00  1.2300000E+00
  7.3999797E-03 -2.0000000E-02  1.2000000E+00
  7.4999849E-03 -3.0000000E-02  1.1800000E+00
  7.5999804E-03 -3.0000000E-02  1.1400000E+00
  7.6999994E-03 -5.0000000E-02  1.1000000E+00
  7.7999862E-03 -8.0000000E-02  1.0600000E+00
  7.8999853E-03 -1.1000000E-01  1.0500000E+00
  8.0000000E-03 -1.3000000E-01  1.0300000E+00
  8.0999856E-03 -1.5000000E-01  1.0100000E+00
  8.2000066E-03 -1.8000000E-01  1.0000000E+00
  8.3000274E-03 -2.0000000E-01  9.9000000E-01
  8.4000136E-03 -2.2000000E-01  9.8000000E-01
  8.4999897E-03 -2.4000000E-01  9.7000000E-01
  8.5999875E-03 -2.6000000E-01  9.6000000E-01
  8.6999846E-03 -2.7000000E-01  9.5000000E-01
  8.8000227E-03 -2.9000000E-01  9.5000000E-01
  8.9000237E-03 -3.1000000E-01  9.4000000E-01
  8.9999710E-03 -3.3000000E-01  9.4000000E-01
  9.0999839E-03 -3.5000000E-01  9.4000000E-01
  9.1999911E-03 -3.6000000E-01  9.5000000E-01
  9.2999880E-03 -3.8000000E-01  9.5000000E-01
  9.3999727E-03 -3.9000000E-01  9.5000000E-01
  9.5000192E-03 -4.0000000E-01  9.6000000E-01
  9.5999876E-03 -4.2000000E-01  9.7000000E-01
  9.7000329E-03 -4.3000000E-01  9.8000000E-01
  9.8000158E-03 -4.4000000E-01  9.9000000E-01
  9.9000256E-03 -4.4000000E-01  1.0000000E+00
  1.0000000E-02 -4.5000000E-01  1.0100000E+00
  1.0200002E-02 -4.5000000E-01  1.0400000E+00
  1.0399960E-02 -4.4000000E-01  1.0700000E+00
  1.0600024E-02 -4.3000000E-01  1.0900000E+00
  1.0800028E-02 -4.1000000E-01  1.1200000E+00
  1.1000009E-02 -3.8000000E-01  1.1300000E+00
  1.1200043E-02 -3.4000000E-01  1.1400000E+00
  1.1400040E-02 -3.1000000E-01  1.1300000E+00
  1.1600034E-02 -2.8000000E-01  1.1200000E+00
  1.1799977E-02 -2.5000000E-01  1.1000000E+00
  1.1999961E-02 -2.4000000E-01  1.0800000E+00
  1.2399996E-02 -2.1000000E-01  0.0000000E+00
  1.2799997E-02 -1.9000000E-01  1.0100000E+00
  1.3200006E-02 -1.8000000E-01  9.6000000E-01
  1.3599995E-02 -1.7000000E-01  9.5000000E-01
  1.4000007E-02 -1.6000000E-01  9.1000000E-01
  1.4400004E-02 -1.7000000E-01  8.8000000E-01
  1.4799995E-02 -1.8000000E-01  8.7000000E-01
  1.5199998E-02 -1.9000000E-01  8.4000000E-01
  1.5599992E-02 -2.0000000E-01  8.3000000E-01
  1.6000000E-02 -2.1000000E-01  8.3000000E-01
  1.6399992E-02 -2.3000000E-01  8.2000000E-01
  1.6800004E-02 -2.5000000E-01  8.2000000E-01
  1.7199999E-02 -2.8000000E-01  8.3000000E-01
  1.7599995E-02 -3.0000000E-01  8.7000000E-01
  1.7999994E-02 -3.0000000E-01  9.3000000E-01
  1.8400009E-02 -2.7000000E-01  9.7000000E-01
  1.8800002E-02 -2.4000000E-01  1.0000000E+00
  1.9200005E-02 -2.0000000E-01  1.0300000E+00
  1.9600001E-02 -1.5000000E-01  1.0500000E+00
  2.0000000E-02 -1.0000000E-01  1.0600000E+00
  2.0499983E-02 -4.0000000E-02  1.0500000E+00
  2.0999998E-02  1.0000000E-02  1.0400000E+00
  2.1500006E-02  6.0000000E-02  1.0200000E+00
  2.2000018E-02  1.1000000E-01  1.0000000E+00
  2.2500009E-02  1.6000000E-01  9.9000000E-01
  2.3000020E-02  2.1000000E-01  9.6000000E-01
  2.3500021E-02  2.4000000E-01  9.2000000E-01
  2.4000015E-02  2.7000000E-01  8.7000000E-01
  2.4499991E-02  3.0000000E-01  8.3000000E-01
  2.5000000E-02  3.1000000E-01  7.9000000E-01
  2.5500004E-02  3.2000000E-01  7.6000000E-01
  2.6000008E-02  3.3000000E-01  7.2000000E-01
  2.6500003E-02  3.3000000E-01  6.9000000E-01
  2.7000011E-02  3.4000000E-01  6.6000000E-01
  2.7500022E-02  3.4000000E-01  6.3000000E-01
  2.7999982E-02  3.4000000E-01  6.1000000E-01
  2.8499970E-02  3.4000000E-01  5.9000000E-01
  2.9000016E-02  3.5000000E-01  5.7000000E-01
  2.9500013E-02  3.6000000E-01  5.5000000E-01
  2.9999976E-02  3.6000000E-01  5.3000000E-01
  3.0000000E-02  3.8246290E-01  5.1039601E-01
  3.0244587E-02  3.8309755E-01  4.9844316E-01
  3.0491169E-02  3.8244794E-01  4.8682003E-01
  3.0739760E-02  3.8170805E-01  4.7541816E-01
  3.0990378E-02  3.8046443E-01  4.6433249E-01
  3.1243040E-02  3.7919141E-01  4.5345566E-01
  3.1497761E-02  3.7791216E-01  4.4288403E-01
  3.1754560E-02  3.7663311E-01  4.3248012E-01
  3.2013451E-02  3.7599039E-01  4.2125201E-01
  3.2274454E-02  3.7523806E-01  4.1011100E-01
  3.2537584E-02  3.7307852E-01  3.9686060E-01
  3.2802860E-02  3.7073894E-01  3.8390135E-01
  3.3070298E-02  3.6619466E-01  3.7149464E-01
  3.3339917E-02  3.6155343E-01  3.5936753E-01
  3.3611735E-02  3.5555809E-01  3.4774945E-01
  3.3885768E-02  3.4946270E-01  3.3661862E-01
  3.4162035E-02  3.4208033E-01  3.2748390E-01
  3.4440555E-02  3.3494393E-01  3.1864017E-01
  3.4721345E-02  3.2857949E-01  3.1061705E-01
  3.5004425E-02  3.2229444E-01  3.0276311E-01
  3.5289814E-02  3.1597105E-01  2.9513834E-01
  3.5577528E-02  3.0964345E-01  2.8767670E-01
  3.5867588E-02  3.0295926E-01  2.8043068E-01
  3.6160013E-02  2.9619685E-01  2.7360574E-01
  3.6454821E-02  2.8885756E-01  2.6790387E-01
  3.6752034E-02  2.8184830E-01  2.6251768E-01
  3.7051670E-02  2.7555671E-01  2.5788119E-01
  3.7353749E-02  2.6947416E-01  2.5332477E-01
  3.7658290E-02  2.6375587E-01  2.4885064E-01
  3.7965315E-02  2.5814798E-01  2.4445386E-01
  3.8274843E-02  2.5265854E-01  2.4013605E-01
  3.8586893E-02  2.4719743E-01  2.3589321E-01
  3.8901488E-02  2.4168361E-01  2.3172677E-01
  3.9218649E-02  2.3614449E-01  2.2767324E-01
  3.9538394E-02  2.3046468E-01  2.2376997E-01
  3.9860747E-02  2.2489346E-01  2.2031573E-01
  4.0185728E-02  2.1943027E-01  2.1758001E-01
  4.0513358E-02  2.1422414E-01  2.1487919E-01
  4.0843660E-02  2.0935618E-01  2.1221134E-01
  4.1176655E-02  2.0461137E-01  2.0957724E-01
  4.1512364E-02  2.0000117E-01  2.0697523E-01
  4.1850810E-02  1.9546104E-01  2.0440598E-01
  4.2192015E-02  1.9098570E-01  2.0186823E-01
  4.2536004E-02  1.8649307E-01  1.9936230E-01
  4.2882795E-02  1.8196789E-01  1.9688728E-01
  4.3232413E-02  1.7737653E-01  1.9458829E-01
  4.3584884E-02  1.7271284E-01  1.9246924E-01
  4.3940227E-02  1.6818746E-01  1.9046679E-01
  4.4298468E-02  1.6379562E-01  1.8857461E-01
  4.4659628E-02  1.5937987E-01  1.8670118E-01
  4.5023734E-02  1.5495543E-01  1.8484653E-01
  4.5390808E-02  1.5032669E-01  1.8300998E-01
  4.5760876E-02  1.4556004E-01  1.8119190E-01
  4.6133959E-02  1.4042363E-01  1.7960348E-01
  4.6510085E-02  1.3505878E-01  1.7818013E-01
  4.6889278E-02  1.2839367E-01  1.7689524E-01
  4.7271560E-02  1.2095669E-01  1.7570085E-01
  4.7656962E-02  1.1146961E-01  1.7810070E-01
  4.8045504E-02  1.0089913E-01  1.8252272E-01
  4.8437214E-02  9.5514210E-02  1.9054512E-01
  4.8832118E-02  9.2857500E-02  2.0032008E-01
  4.9230242E-02  9.5049570E-02  2.1123598E-01
  4.9631612E-02  9.9451370E-02  2.2252632E-01
  5.0036254E-02  1.0629301E-01  2.2392868E-01
  5.0444194E-02  1.1404129E-01  2.2120208E-01
  5.0855461E-02  1.1842087E-01  2.1850705E-01
  5.1270080E-02  1.2148362E-01  2.1584646E-01
  5.1688080E-02  1.2346285E-01  2.1321710E-01
  5.2109489E-02  1.2504673E-01  2.1062169E-01
  5.2534332E-02  1.2607893E-01  2.0805579E-01
  5.2962640E-02  1.2692450E-01  2.0552293E-01
  5.3394438E-02  1.2741976E-01  2.0301869E-01
  5.3829759E-02  1.2780698E-01  2.0054685E-01
  5.4268627E-02  1.2794237E-01  1.9810353E-01
  5.4711075E-02  1.2800868E-01  1.9569213E-01
  5.5157127E-02  1.2787171E-01  1.9330755E-01
  5.5606818E-02  1.2768748E-01  1.9095412E-01
  5.6060176E-02  1.2731646E-01  1.8862685E-01
  5.6517228E-02  1.2691141E-01  1.8633016E-01
  5.6978009E-02  1.2629685E-01  1.8405994E-01
  5.7442544E-02  1.2565628E-01  1.8181985E-01
  5.7910868E-02  1.2468998E-01  1.7960423E-01
  5.8383010E-02  1.2370105E-01  1.7741800E-01
  5.8859001E-02  1.2201580E-01  1.7568161E-01
  5.9338873E-02  1.2031042E-01  1.7399084E-01
  5.9822655E-02  1.1902364E-01  1.7362124E-01
  6.0310386E-02  1.1776699E-01  1.7328649E-01
  6.0802088E-02  1.1707342E-01  1.7296672E-01
  6.1297804E-02  1.1638935E-01  1.7263582E-01
  6.1797559E-02  1.1581064E-01  1.7257646E-01
  6.2301389E-02  1.1526310E-01  1.7253188E-01
  6.2809326E-02  1.1558047E-01  1.7342718E-01
  6.3321402E-02  1.1595672E-01  1.7428404E-01
  6.3837656E-02  1.1758259E-01  1.7518772E-01
  6.4358118E-02  1.1931330E-01  1.7594404E-01
  6.4882823E-02  1.2271424E-01  1.7554474E-01
  6.5411806E-02  1.2597788E-01  1.7502054E-01
  6.5945104E-02  1.2882458E-01  1.7357174E-01
  6.6482748E-02  1.3172676E-01  1.7209519E-01
  6.7024774E-02  1.3546132E-01  1.7037104E-01
  6.7571221E-02  1.3904039E-01  1.6819886E-01
  6.8122122E-02  1.4225768E-01  1.6355177E-01
  6.8677518E-02  1.4520077E-01  1.5900846E-01
  6.9237435E-02  1.4724898E-01  1.5461367E-01
  6.9801924E-02  1.4926983E-01  1.5013077E-01
  7.0371012E-02  1.5138124E-01  1.4506443E-01
  7.0944741E-02  1.5305250E-01  1.3989811E-01
  7.1523145E-02  1.5342346E-01  1.3415712E-01
  7.2106268E-02  1.5352440E-01  1.2859366E-01
  7.2694144E-02  1.5289460E-01  1.2331421E-01
  7.3286810E-02  1.5209839E-01  1.1820301E-01
  7.3884310E-02  1.5088186E-01  1.1334789E-01
  7.4486683E-02  1.4955071E-01  1.0868810E-01
  7.5093964E-02  1.4794510E-01  1.0434173E-01
  7.5706199E-02  1.4627509E-01  1.0014302E-01
  7.6323425E-02  1.4445312E-01  9.6149413E-02
  7.6945682E-02  1.4257125E-01  9.2290894E-02
  7.7573015E-02  1.4055853E-01  8.8608696E-02
  7.8205455E-02  1.3848894E-01  8.5054225E-02
  7.8843059E-02  1.3630574E-01  8.1658859E-02
  7.9485859E-02  1.3405780E-01  7.8384558E-02
  8.0133902E-02  1.3169625E-01  7.5254420E-02
  8.0787224E-02  1.2921294E-01  7.2267870E-02
  8.1445876E-02  1.2655189E-01  6.9450554E-02
  8.2109892E-02  1.2395257E-01  6.7012534E-02
  8.2779329E-02  1.2141721E-01  6.5021729E-02
  8.3454221E-02  1.1901882E-01  6.3088433E-02
  8.4134613E-02  1.1676590E-01  6.1213774E-02
  8.4820555E-02  1.1458470E-01  5.9394143E-02
  8.5512088E-02  1.1247451E-01  5.7628845E-02
  8.6209264E-02  1.1040296E-01  5.5916197E-02
  8.6912120E-02  1.0836920E-01  5.4253854E-02
  8.7620703E-02  1.0636268E-01  5.2641863E-02
  8.8335068E-02  1.0438419E-01  5.1076468E-02
  8.9055254E-02  1.0241820E-01  4.9559217E-02
  8.9781311E-02  1.0046971E-01  4.8085139E-02
  9.0513290E-02  9.8504310E-02  4.6657104E-02
  9.1251238E-02  9.6538240E-02  4.5269049E-02
  9.1995201E-02  9.4605640E-02  4.4039875E-02
  9.2745226E-02  9.2706440E-02  4.2916986E-02
  9.3501368E-02  9.0888210E-02  4.1831996E-02
  9.4263677E-02  8.9128720E-02  4.0777005E-02
  9.5032203E-02  8.7416040E-02  3.9750524E-02
  9.5806988E-02  8.5741400E-02  3.8747869E-02
  9.6588091E-02  8.4101430E-02  3.7772594E-02
  9.7375564E-02  8.2492520E-02  3.6819674E-02
  9.8169462E-02  8.0911740E-02  3.5893065E-02
  9.8969829E-02  7.9358520E-02  3.4987423E-02
  9.9776722E-02  7.7829670E-02  3.4107053E-02
  1.0059019E-01  7.6326510E-02  3.3246354E-02
  1.0141029E-01  7.4848600E-02  3.2407120E-02
  1.0223708E-01  7.3396200E-02  3.1585504E-02
  1.0307061E-01  7.1951350E-02  3.0770000E-02
  1.0391093E-01  7.0526940E-02  2.9967454E-02
  1.0475811E-01  6.9103040E-02  2.9188890E-02
  1.0561219E-01  6.7698450E-02  2.8427327E-02
