       1.0000000       0.98348242
       1.0954774       0.98189335
       1.1909548       0.98029951
       1.2864322       0.97870022
       1.3819096       0.97709481
       1.4773869       0.97548256
       1.5728643       0.97386278
       1.6683417       0.97223473
       1.7638191       0.97059765
       1.8592965       0.96895079
       1.9547739       0.96729334
       2.0502513       0.96562450
       2.1457287       0.96394340
       2.2412060       0.96224919
       2.3366834       0.96054094
       2.4321608       0.95881772
       2.5276382       0.95707855
       2.6231156       0.95532241
       2.7185930       0.95354822
       2.8140704       0.95175487
       2.9095478       0.94994120
       3.0050251       0.94810597
       3.1005025       0.94624790
       3.1959799       0.94436562
       3.2914573       0.94245771
       3.3869347       0.94052266
       3.4824121       0.93855887
       3.5778895       0.93656463
       3.6733669       0.93453816
       3.7688443       0.93247754
       3.8643216       0.93038073
       3.9597990       0.92824556
       4.0552764       0.92606970
       4.1507538       0.92385065
       4.2462312       0.92158575
       4.3417086       0.91927213
       4.4371860       0.91690668
       4.5326634       0.91448606
       4.6281407       0.91200665
       4.7236181       0.90946453
       4.8190955       0.90685543
       4.9145729       0.90417470
       5.0100503       0.90141728
       5.1055277       0.89857759
       5.2010051       0.89564954
       5.2964825       0.89262639
       5.3919598       0.88950072
       5.4874372       0.88626429
       5.5829146       0.88290795
       5.6783920       0.87942147
       5.7738694       0.87579341
       5.8693468       0.87201089
       5.9648242       0.86805935
       6.0603016       0.86392228
       6.1557789       0.85958084
       6.2512563       0.85501344
       6.3467337       0.85019516
       6.4422111       0.84509710
       6.5376885       0.83968548
       6.6331659       0.83392054
       6.7286433       0.82775515
       6.8241207       0.82113286
       6.9195980       0.81398549
       7.0150754       0.80622977
       7.1105528       0.79776286
       7.2060302       0.78845603
       7.3015076       0.77814589
       7.3969850       0.76662180
       7.4924624       0.75360743
       7.5879398       0.73873373
       7.6834171       0.72149837
       7.7788945       0.70120604
       7.8743719       0.67688462
       7.9698493       0.64718936
       8.0653267       0.61038322
       8.1608041       0.56473114
       8.2562815       0.51003269
       8.3517589       0.45003501
       8.4472362       0.39172174
       8.5427136       0.34034649
       8.6381910       0.29727585
       8.7336684       0.26168036
       8.8291458       0.23218906
       8.9246232       0.20754102
       9.0201006       0.18672671
       9.1155780       0.16897022
       9.2110553       0.15367950
       9.3065327       0.14040038
       9.4020101       0.12878083
       9.4974875       0.11854474
       9.5929649       0.10947292
       9.6884423       0.10138941
       9.7839197      0.094151379
       9.8793971      0.087641780
       9.9748745      0.081763794
       10.070352      0.076436678
       10.165829      0.071592577
       10.261307      0.067174066
       10.356784      0.063132236
       10.452261      0.059425177
       10.547739      0.056016788
       10.643216      0.052875804
       10.738694      0.049975029
       10.834171      0.047290696
       10.929648      0.044801954
       11.025126      0.042490437
       11.120603      0.040339912
       11.216080      0.038335984
       11.311558      0.036465843
       11.407035      0.034718061
       11.502513      0.033082409
       11.597990      0.031549712
       11.693467      0.030111717
       11.788945      0.028760980
       11.884422      0.027490778
       11.979900      0.026295019
       12.075377      0.025168178
       12.170854      0.024105230
       12.266332      0.023101595
       12.361809      0.022153098
       12.457287      0.021255919
       12.552764      0.020406561
       12.648241      0.019601818
       12.743719      0.018838744
       12.839196      0.018114631
       12.934673      0.017426984
       13.030151      0.016773501
       13.125628      0.016152057
       13.221106      0.015560686
       13.316583      0.014997571
       13.412060      0.014461025
       13.507538      0.013949483
       13.603015      0.013461493
       13.698493      0.012995703
       13.793970      0.012550857
       13.889447      0.012125781
       13.984925      0.011719384
       14.080402      0.011330647
       14.175880      0.010958615
       14.271357      0.010602398
       14.366834      0.010261162
       14.462312     0.0099341274
       14.557789     0.0096205605
       14.653266     0.0093197753
       14.748744     0.0090311269
       14.844221     0.0087540099
       14.939699     0.0084878546
       15.035176     0.0082321255
       15.130653     0.0079863182
       15.226131     0.0077499576
       15.321608     0.0075225957
       15.417086     0.0073038102
       15.512563     0.0070932023
       15.608040     0.0068903955
       15.703518     0.0066950338
       15.798995     0.0065067810
       15.894472     0.0063253185
       15.989950     0.0061503453
       16.085427     0.0059815760
       16.180905     0.0058187403
       16.276382     0.0056615818
       16.371859     0.0055098575
       16.467337     0.0053633367
       16.562814     0.0052218004
       16.658292     0.0050850406
       16.753769     0.0049528595
       16.849246     0.0048250692
       16.944724     0.0047014910
       17.040201     0.0045819547
       17.135679     0.0044662985
       17.231156     0.0043543681
       17.326633     0.0042460165
       17.422111     0.0041411038
       17.517588     0.0040394964
       17.613065     0.0039410669
       17.708543     0.0038456939
       17.804020     0.0037532612
       17.899498     0.0036636581
       17.994975     0.0035767788
       18.090452     0.0034925221
       18.185930     0.0034107913
       18.281407     0.0033314940
       18.376885     0.0032545417
       18.472362     0.0031798499
       18.567839     0.0031073374
       18.663317     0.0030369268
       18.758794     0.0029685437
       18.854272     0.0029021170
       18.949749     0.0028375783
       19.045226     0.0027748624
       19.140704     0.0027139064
       19.236181     0.0026546502
       19.331658     0.0025970362
       19.427136     0.0025410087
       19.522613     0.0024865147
       19.618091     0.0024335031
       19.713568     0.0023819248
       19.809045     0.0023317326
       19.904523     0.0022828811
       20.000000     0.0022353269
