1	13.9868849561	0.0228457825656	0.0258633065551
2	14.6086931446	0.0467072090687	0.0538132821075
3	15.2492533555	0.0716149085357	0.0839128551808
4	15.9091310844	0.0976004336578	0.116226852032
5	16.588908879	0.124696288643	0.150822053879
6	17.2891868526	0.152935957909	0.187767255848
7	18.0105832142	0.182353935638	0.227133327707
8	18.7537348136	0.212985756225	0.26899327642
9	19.5192977034	0.244868025644	0.313422310595
10	20.3079477178	0.278038453759	0.360497906872
11	21.1203810688	0.312535887605	0.410299878306
12	21.9573149603	0.348400345681	0.462910444824
13	22.8194882209	0.385673053267	0.518414305793
14	23.7076619556	0.424396478812	0.576898714785
15	24.6226202169	0.464614371415	0.638453556583
16	25.5651706966	0.506371799437	0.703171426526
17	26.5361454376	0.549715190276	0.771147712226
18	27.5364015684	0.59469237134	0.842480677757
19	28.5668220582	0.641352612255	0.917271550383
20	29.6283164956	0.689746668348	0.995624609894
21	30.7218218906	0.739926825429	1.07764728063
22	31.8483035008	0.791946945938	1.1634502263
23	33.0087556818	0.845862516468	1.2531474476
24	34.2042027637	0.901730696726	1.34685638286
25	35.4356999542	0.959610369968	1.44469801165
26	36.7043342679	1.01956219495	1.54679696151
27	38.0112254842	1.08164865946	1.65328161796
28	39.357527134	1.14593413541	1.76428423773
29	40.7444275152	1.21248493566	1.87994106546
30	42.1731507399	1.28136937252	2.00039245392
31	43.6449578117	1.35265781797	2.12578298777
32	45.161147736	1.42642276577	2.25626161119
33	46.7230586638	1.50273889536	2.39198175917
34	48.3320690688	1.58168313776	2.53310149288
35	49.9895989608	1.66333474342	2.6797836391
36	51.6971111345	1.74777535206	2.83219593377
37	53.4561124563	1.83508906468	2.99051116992
38	55.268155189	1.92536251772	3.15490735006
39	57.1348383566	2.01868495944	3.32556784308
40	59.0578091492	2.11514832856	3.50268154594
41	61.0387643707	2.21484733534	3.68644305016
42	63.0794519284	2.31787954503	3.87705281336
43	65.181672368	2.42434546386	4.07471733592
44	67.3472804541	2.53434862758	4.27964934295
45	69.5781867971	2.64799569272	4.49206797173
46	71.8763595289	2.76539653049	4.71219896477
47	74.2438260285	2.8866643236	4.94027486866
48	76.6826746983	3.01191566593	5.17653523887
49	79.1950567932	3.14127066515	5.42122685072
50	81.7831883039	3.27485304852	5.67460391666
51	84.4493518953	3.41279027176	5.93692831001
52	87.1958989032	3.55521363124	6.20846979547
53	90.0252513886	3.70225837946	6.4895062665
54	92.9399042531	3.8540638441	6.78032398979
55	95.9424274162	4.01077355048	7.08121785701
56	99.0354680568	4.17253534781	7.39249164416
57	102.22175292	4.33950153913	7.71445827859
58	105.50409069	4.51182901518	8.04744011403
59	108.885374437	4.68967939219	8.39176921378
60	112.368584127	4.87321915387	8.74778764237
61	115.956789212	5.06261979755	9.11584776591
62	119.653151294	5.25805798471	9.49631256136
63	123.46092686	5.45971569596	9.88955593493
64	127.383470103	5.66778039066	10.2959630501
65	131.424235822	5.88244517125	10.7159306652
66	135.586782401	6.10390895244	11.1498674809
67	139.874774877	6.33237663541	11.5981944986
68	144.291988097	6.56805928724	12.0613453885
69	148.842309957	6.81117432551	12.5397668691
70	153.529744741	7.06194570846	13.0339190979
71	158.358416548	7.32060413069	13.5442760736
72	163.332572815	7.59025579134	14.0713260495
73	168.458738428	7.87709884276	14.6155719602
74	173.745677093	8.18222890586	15.1775318597
75	179.198420417	8.50681137371	15.757739373
76	184.822156436	8.85208584791	16.3567441604
77	190.622234375	9.21937085615	16.9751123957
78	196.604169546	9.6100688686	17.6134272585
79	202.773648384	10.025671632	18.2722894397
80	209.13653362	10.4677658415	18.952317663
81	215.698869604	10.938039171	19.6541492204
82	222.46688777	11.4382866853	20.3784405238
83	229.447012248	11.970417657	21.125867672
84	236.645865633	12.5364628145	21.8971270338
85	244.070274904	13.1385820472	22.6929358482
86	251.727277497	13.779072612	23.5140328413
87	259.624133748	14.4603778289	24.3611788808
88	267.768315054	15.1850963201	25.235157589
89	276.16752829	15.9559918633	26.1367760325
90	284.829716691	16.7760038499	27.0668654114
91	293.763066734	17.6482583989	28.0262817674
92	302.976015186	18.5760801704	29.0159067119
93	312.47725631	19.5630049183	30.0366481736
94	322.275749246	20.6127928301	31.0894411667
95	332.380725548	21.7294427016	32.2060910382
96	342.801696888	22.9172069967	33.3938553333
97	353.54846292	24.1806078481	34.6572561847
98	364.631119302	25.5244540544	36.001102391
99	376.060065876	26.9538591355	37.430507472
100	387.846014995	28.4742605099	38.9509088465
