1.0	1497.60642227
2.0	1412.80766388
3.0	1310.94149839
4.0	1354.00455675
5.0	1379.22771688
6.0	1396.25856851
7.0	1408.50454412
8.0	1417.20441375
9.0	1422.69312033
10.0	1424.42374187
11.0	1414.0782508
12.0	1190.39851979
13.0	1058.41328294
14.0	1045.6803401
15.0	1056.61927865
16.0	1056.99960751
17.0	1048.61884663
18.0	1029.88253873
19.0	994.626980999
20.0	931.433204277
21.0	843.449061376
22.0	752.124191891
23.0	666.68532858
24.0	589.229833836
25.0	517.712758255
26.0	454.387786564
27.0	396.360853674
28.0	344.089501276
29.0	297.178059764
30.0	253.990215663
31.0	214.324720501
32.0	178.259593265
33.0	147.304057856
34.0	119.058418334
35.0	92.1011705103
36.0	69.1345793998
37.0	48.1894673705
38.0	29.9407185898
39.0	15.7417766718
40.0	7.77952559509
41.0	4.62555396204
42.0	2.96456336814
43.0	2.02954698947
44.0	1.47135279663
45.0	1.07972694517
46.0	0.799067625453
47.0	0.595089793551
48.0	0.461470067158
49.0	0.361120656392
50.0	0.287016146014
