1.0	22.6333145213
2.0	21.126006826
3.0	19.3363809938
4.0	20.0831139015
5.0	20.5179711856
6.0	20.8080892697
7.0	21.0124573244
8.0	21.1520707845
9.0	21.2316668178
10.0	21.2392672805
11.0	21.0148274794
12.0	16.9409823228
13.0	14.5158504102
14.0	14.218326436
15.0	14.2911461857
16.0	14.1416826664
17.0	13.7846494307
18.0	13.1625332773
19.0	12.1098430152
20.0	10.2394771201
21.0	6.59189085817
22.0	2.4640440077
23.0	0.946172139702
24.0	0.439528962026
25.0	0.228794629705
26.0	0.130502364463
27.0	0.0786139104032
28.0	0.0496318979754
29.0	0.0325847982989
30.0	0.0219406654089
31.0	0.0151410385698
32.0	0.0106144994403
33.0	0.00769944613114
34.0	0.0056680909769
35.0	0.00417531841627
36.0	0.0031609466894
37.0	0.00240913831892
38.0	0.00185527546483
39.0	0.00145028665283
40.0	0.00112945708433
41.0	0.000894488187966
42.0	0.000708542994645
43.0	0.000568791711105
44.0	0.00046568621015
45.0	0.000380155507683
46.0	0.000309282184411
47.0	0.000250753838684
48.0	0.000208058150533
49.0	0.000172997666622
50.0	0.000144989818072
