shell#	D	alfa	SH	thick	aColl	ff	fov	ShellWeight(kg)	TotWeight
44	464.261835364	0.0193057753103	99.3127733075	1.0	1401.28070013	0.00965288765514	0.00872664625997	0.952054312464	26.2267861373
45	472.013928952	0.0196268247503	99.9930590713	1.0	1458.31854243	0.00981341237513	0.00872664625997	0.974554130516	27.2013402678
46	479.901749569	0.0199534286883	100.685255574	1.0	1517.82421643	0.00997671434416	0.00872664625997	0.99767010178	28.1990103696
47	487.928999633	0.0202857357896	101.389687723	1.0	1579.92014872	0.0101428678948	0.00872664625997	1.02142478694	29.2204351565
48	496.099516269	0.020623899984	102.106692244	1.0	1644.73585894	0.010311949992	0.00872664625997	1.0458417838	30.2662769403
49	504.41727745	0.0209680806981	102.836618225	1.0	1712.40843411	0.010484040349	0.00872664625997	1.07094578475	31.3372227251
50	512.886408475	0.021318443098	103.579827683	1.0	1783.08303908	0.010659221549	0.00872664625997	1.09676263792	32.433985363
51	521.511188796	0.0216751583461	104.33669616	1.0	1856.91346606	0.0108375791731	0.00872664625997	1.12331941237	33.5573047754
52	530.296059237	0.0220384038712	105.107613362	1.0	1934.06272689	0.0110192019356	0.00872664625997	1.15064446758	34.7079492429
53	539.245629608	0.0224083636523	105.892983823	1.0	2014.70369141	0.0112041818262	0.00872664625997	1.17876752758	35.8867167705
54	548.364686761	0.0227852285189	106.693227614	1.0	2099.01977631	0.0113926142595	0.00872664625997	1.20771976006	37.0944365306
55	557.658203097	0.0231691964667	107.508781088	1.0	2187.20568869	0.0115845982333	0.00872664625997	1.23753386083	38.3319703914
56	567.131345574	0.0235604729908	108.340097673	1.0	2279.46822939	0.0117802364954	0.00872664625997	1.26824414412	39.6002145355
57	576.789485235	0.0239592714378	109.187648704	1.0	2376.02716133	0.0119796357189	0.00872664625997	1.29988663909	40.9001011746
58	586.638207296	0.0243658133765	110.051924314	1.0	2477.11614897	0.0121829066883	0.00872664625997	1.33249919309	42.2326003677
59	596.683321834	0.0247803289904	110.933434365	1.0	2582.98377524	0.0123901644952	0.00872664625997	1.36612158224	43.5987219499
60	606.930875117	0.0252030574915	111.832709449	1.0	2693.89464329	0.0126015287457	0.00872664625997	1.40079562979	44.9995175797
61	617.38716162	0.0256342475581	112.750301938	1.0	2810.13057086	0.012817123779	0.00872664625997	1.43656533312	46.4360829128
62	628.05873677	0.0260741577978	113.686787104	1.0	2931.99188619	0.0130370788989	0.00872664625997	1.47347699986	47.9095599127
63	638.952430482	0.0265230572372	114.642764308	1.0	3059.79883502	0.0132615286186	0.00872664625997	1.51157939405	49.4211393067
64	650.075361537	0.0269812258394	115.618858257	1.0	3193.8931095	0.0134906129197	0.00872664625997	1.55092389311	50.9720631999
65	661.434952864	0.0274489550533	116.615720353	1.0	3334.63951085	0.0137244775267	0.00872664625997	1.59156465655	52.5636278564
66	673.038947788	0.0279265483943	117.634030112	1.0	3482.42775887	0.0139632741971	0.00872664625997	1.63355880747	54.1971866639
67	684.895427325	0.0284143220597	118.674496684	1.0	3637.67446304	0.0142071610299	0.00872664625997	1.67696662789	55.8741532918
68	697.012828599	0.0289126055821	119.737860469	1.0	3800.82527122	0.0144563027911	0.00872664625997	1.72185176915	57.5960050609
